,close,open,high,low,pre_close
2010-12-14,null,null,null,null,null
2010-12-15,null,null,null,null,null
2010-12-16,null,null,null,null,null
2010-12-17,null,null,null,null,null
2010-12-20,null,null,null,null,null
2010-12-21,null,null,null,null,null
2010-12-22,null,null,null,null,null
2010-12-23,null,null,null,null,null
2010-12-24,null,null,null,null,null
2010-12-27,null,null,null,null,null
2010-12-28,null,null,null,null,null
2010-12-29,null,null,null,null,null
2010-12-30,null,null,null,null,null
2010-12-31,null,null,null,null,null
2011-01-04,null,null,null,null,null
2011-01-05,null,null,null,null,null
2011-01-06,null,null,null,null,null
2011-01-07,null,null,null,null,null
2011-01-10,null,null,null,null,null
2011-01-11,null,null,null,null,null
2011-01-12,null,null,null,null,null
2011-01-13,null,null,null,null,null
2011-01-14,null,null,null,null,null
2011-01-17,null,null,null,null,null
2011-01-18,null,null,null,null,null
2011-01-19,null,null,null,null,null
2011-01-20,null,null,null,null,null
2011-01-21,null,null,null,null,null
2011-01-24,null,null,null,null,null
2011-01-25,null,null,null,null,null
2011-01-26,null,null,null,null,null
2011-01-27,null,null,null,null,null
2011-01-28,null,null,null,null,null
2011-01-31,null,null,null,null,null
2011-02-01,null,null,null,null,null
2011-02-09,null,null,null,null,null
2011-02-10,null,null,null,null,null
2011-02-11,null,null,null,null,null
2011-02-14,null,null,null,null,null
2011-02-15,null,null,null,null,null
2011-02-16,null,null,null,null,null
2011-02-17,null,null,null,null,null
2011-02-18,null,null,null,null,null
2011-02-21,null,null,null,null,null
2011-02-22,null,null,null,null,null
2011-02-23,null,null,null,null,null
2011-02-24,null,null,null,null,null
2011-02-25,null,null,null,null,null
2011-02-28,null,null,null,null,null
2011-03-01,null,null,null,null,null
2011-03-02,null,null,null,null,null
2011-03-03,null,null,null,null,null
2011-03-04,null,null,null,null,null
2011-03-07,null,null,null,null,null
2011-03-08,null,null,null,null,null
2011-03-09,null,null,null,null,null
2011-03-10,null,null,null,null,null
2011-03-11,null,null,null,null,null
2011-03-14,null,null,null,null,null
2011-03-15,null,null,null,null,null
2011-03-16,null,null,null,null,null
2011-03-17,null,null,null,null,null
2011-03-18,null,null,null,null,null
2011-03-21,null,null,null,null,null
2011-03-22,null,null,null,null,null
2011-03-23,null,null,null,null,null
2011-03-24,null,null,null,null,null
2011-03-25,null,null,null,null,null
2011-03-28,null,null,null,null,null
2011-03-29,null,null,null,null,null
2011-03-30,null,null,null,null,null
2011-03-31,null,null,null,null,null
2011-04-01,null,null,null,null,null
2011-04-06,null,null,null,null,null
2011-04-07,null,null,null,null,null
2011-04-08,null,null,null,null,null
2011-04-11,null,null,null,null,null
2011-04-12,null,null,null,null,null
2011-04-13,null,null,null,null,null
2011-04-14,null,null,null,null,null
2011-04-15,null,null,null,null,null
2011-04-18,null,null,null,null,null
2011-04-19,null,null,null,null,null
2011-04-20,null,null,null,null,null
2011-04-21,null,null,null,null,null
2011-04-22,null,null,null,null,null
2011-04-25,null,null,null,null,null
2011-04-26,null,null,null,null,null
2011-04-27,null,null,null,null,null
2011-04-28,null,null,null,null,null
2011-04-29,null,null,null,null,null
2011-05-03,null,null,null,null,null
2011-05-04,null,null,null,null,null
2011-05-05,null,null,null,null,null
2011-05-06,null,null,null,null,null
2011-05-09,null,null,null,null,null
2011-05-10,null,null,null,null,null
2011-05-11,null,null,null,null,null
2011-05-12,null,null,null,null,null
2011-05-13,null,null,null,null,null
2011-05-16,null,null,null,null,null
2011-05-17,null,null,null,null,null
2011-05-18,null,null,null,null,null
2011-05-19,null,null,null,null,null
2011-05-20,null,null,null,null,null
2011-05-23,null,null,null,null,null
2011-05-24,null,null,null,null,null
2011-05-25,null,null,null,null,null
2011-05-26,null,null,null,null,null
2011-05-27,null,null,null,null,null
2011-05-30,null,null,null,null,null
2011-05-31,null,null,null,null,null
2011-06-01,null,null,null,null,null
2011-06-02,null,null,null,null,null
2011-06-03,null,null,null,null,null
2011-06-07,null,null,null,null,null
2011-06-08,null,null,null,null,null
2011-06-09,null,null,null,null,null
2011-06-10,null,null,null,null,null
2011-06-13,null,null,null,null,null
2011-06-14,null,null,null,null,null
2011-06-15,null,null,null,null,null
2011-06-16,null,null,null,null,null
2011-06-17,null,null,null,null,null
2011-06-20,null,null,null,null,null
2011-06-21,null,null,null,null,null
2011-06-22,null,null,null,null,null
2011-06-23,null,null,null,null,null
2011-06-24,null,null,null,null,null
2011-06-27,null,null,null,null,null
2011-06-28,null,null,null,null,null
2011-06-29,null,null,null,null,null
2011-06-30,null,null,null,null,null
2011-07-01,null,null,null,null,null
2011-07-04,null,null,null,null,null
2011-07-05,null,null,null,null,null
2011-07-06,null,null,null,null,null
2011-07-07,null,null,null,null,null
2011-07-08,null,null,null,null,null
2011-07-11,null,null,null,null,null
2011-07-12,null,null,null,null,null
2011-07-13,null,null,null,null,null
2011-07-14,null,null,null,null,null
2011-07-15,null,null,null,null,null
2011-07-18,null,null,null,null,null
2011-07-19,null,null,null,null,null
2011-07-20,null,null,null,null,null
2011-07-21,null,null,null,null,null
2011-07-22,null,null,null,null,null
2011-07-25,null,null,null,null,null
2011-07-26,null,null,null,null,null
2011-07-27,null,null,null,null,null
2011-07-28,null,null,null,null,null
2011-07-29,null,null,null,null,null
2011-08-01,null,null,null,null,null
2011-08-02,null,null,null,null,null
2011-08-03,null,null,null,null,null
2011-08-04,null,null,null,null,null
2011-08-05,null,null,null,null,null
2011-08-08,null,null,null,null,null
2011-08-09,null,null,null,null,null
2011-08-10,null,null,null,null,null
2011-08-11,null,null,null,null,null
2011-08-12,null,null,null,null,null
2011-08-15,null,null,null,null,null
2011-08-16,null,null,null,null,null
2011-08-17,null,null,null,null,null
2011-08-18,null,null,null,null,null
2011-08-19,null,null,null,null,null
2011-08-22,null,null,null,null,null
2011-08-23,null,null,null,null,null
2011-08-24,null,null,null,null,null
2011-08-25,null,null,null,null,null
2011-08-26,null,null,null,null,null
2011-08-29,null,null,null,null,null
2011-08-30,null,null,null,null,null
2011-08-31,null,null,null,null,null
2011-09-01,null,null,null,null,null
2011-09-02,null,null,null,null,null
2011-09-05,null,null,null,null,null
2011-09-06,null,null,null,null,null
2011-09-07,null,null,null,null,null
2011-09-08,null,null,null,null,null
2011-09-09,null,null,null,null,null
2011-09-13,null,null,null,null,null
2011-09-14,null,null,null,null,null
2011-09-15,null,null,null,null,null
2011-09-16,null,null,null,null,null
2011-09-19,null,null,null,null,null
2011-09-20,null,null,null,null,null
2011-09-21,null,null,null,null,null
2011-09-22,null,null,null,null,null
2011-09-23,null,null,null,null,null
2011-09-26,null,null,null,null,null
2011-09-27,null,null,null,null,null
2011-09-28,null,null,null,null,null
2011-09-29,null,null,null,null,null
2011-09-30,null,null,null,null,null
2011-10-10,null,null,null,null,null
2011-10-11,null,null,null,null,null
2011-10-12,null,null,null,null,null
2011-10-13,null,null,null,null,null
2011-10-14,null,null,null,null,null
2011-10-17,null,null,null,null,null
2011-10-18,null,null,null,null,null
2011-10-19,null,null,null,null,null
2011-10-20,null,null,null,null,null
2011-10-21,null,null,null,null,null
2011-10-24,null,null,null,null,null
2011-10-25,null,null,null,null,null
2011-10-26,null,null,null,null,null
2011-10-27,null,null,null,null,null
2011-10-28,null,null,null,null,null
2011-10-31,null,null,null,null,null
2011-11-01,null,null,null,null,null
2011-11-02,null,null,null,null,null
2011-11-03,null,null,null,null,null
2011-11-04,null,null,null,null,null
2011-11-07,null,null,null,null,null
2011-11-08,null,null,null,null,null
2011-11-09,null,null,null,null,null
2011-11-10,null,null,null,null,null
2011-11-11,null,null,null,null,null
2011-11-14,null,null,null,null,null
2011-11-15,null,null,null,null,null
2011-11-16,null,null,null,null,null
2011-11-17,null,null,null,null,null
2011-11-18,null,null,null,null,null
2011-11-21,null,null,null,null,null
2011-11-22,null,null,null,null,null
2011-11-23,null,null,null,null,null
2011-11-24,null,null,null,null,null
2011-11-25,null,null,null,null,null
2011-11-28,null,null,null,null,null
2011-11-29,null,null,null,null,null
2011-11-30,null,null,null,null,null
2011-12-01,null,null,null,null,null
2011-12-02,null,null,null,null,null
2011-12-05,null,null,null,null,null
2011-12-06,null,null,null,null,null
2011-12-07,null,null,null,null,null
2011-12-08,null,null,null,null,null
2011-12-09,null,null,null,null,null
2011-12-12,null,null,null,null,null
2011-12-13,null,null,null,null,null
2011-12-14,null,null,null,null,null
2011-12-15,null,null,null,null,null
2011-12-16,null,null,null,null,null
2011-12-19,null,null,null,null,null
2011-12-20,null,null,null,null,null
2011-12-21,null,null,null,null,null
2011-12-22,null,null,null,null,null
2011-12-23,null,null,null,null,null
2011-12-26,null,null,null,null,null
2011-12-27,null,null,null,null,null
2011-12-28,null,null,null,null,null
2011-12-29,null,null,null,null,null
2011-12-30,null,null,null,null,null
2012-01-04,null,null,null,null,null
2012-01-05,null,null,null,null,null
2012-01-06,null,null,null,null,null
2012-01-09,null,null,null,null,null
2012-01-10,null,null,null,null,null
2012-01-11,null,null,null,null,null
2012-01-12,null,null,null,null,null
2012-01-13,null,null,null,null,null
2012-01-16,null,null,null,null,null
2012-01-17,null,null,null,null,null
2012-01-18,null,null,null,null,null
2012-01-19,null,null,null,null,null
2012-01-20,null,null,null,null,null
2012-01-30,null,null,null,null,null
2012-01-31,null,null,null,null,null
2012-02-01,null,null,null,null,null
2012-02-02,null,null,null,null,null
2012-02-03,null,null,null,null,null
2012-02-06,null,null,null,null,null
2012-02-07,null,null,null,null,null
2012-02-08,null,null,null,null,null
2012-02-09,null,null,null,null,null
2012-02-10,null,null,null,null,null
2012-02-13,null,null,null,null,null
2012-02-14,null,null,null,null,null
2012-02-15,null,null,null,null,null
2012-02-16,null,null,null,null,null
2012-02-17,null,null,null,null,null
2012-02-20,null,null,null,null,null
2012-02-21,null,null,null,null,null
2012-02-22,null,null,null,null,null
2012-02-23,null,null,null,null,null
2012-02-24,null,null,null,null,null
2012-02-27,null,null,null,null,null
2012-02-28,null,null,null,null,null
2012-02-29,null,null,null,null,null
2012-03-01,null,null,null,null,null
2012-03-02,null,null,null,null,null
2012-03-05,null,null,null,null,null
2012-03-06,null,null,null,null,null
2012-03-07,null,null,null,null,null
2012-03-08,null,null,null,null,null
2012-03-09,null,null,null,null,null
2012-03-12,null,null,null,null,null
2012-03-13,null,null,null,null,null
2012-03-14,null,null,null,null,null
2012-03-15,null,null,null,null,null
2012-03-16,null,null,null,null,null
2012-03-19,null,null,null,null,null
2012-03-20,null,null,null,null,null
2012-03-21,null,null,null,null,null
2012-03-22,null,null,null,null,null
2012-03-23,null,null,null,null,null
2012-03-26,null,null,null,null,null
2012-03-27,null,null,null,null,null
2012-03-28,null,null,null,null,null
2012-03-29,null,null,null,null,null
2012-03-30,null,null,null,null,null
2012-04-05,null,null,null,null,null
2012-04-06,null,null,null,null,null
2012-04-09,null,null,null,null,null
2012-04-10,null,null,null,null,null
2012-04-11,null,null,null,null,null
2012-04-12,null,null,null,null,null
2012-04-13,null,null,null,null,null
2012-04-16,null,null,null,null,null
2012-04-17,null,null,null,null,null
2012-04-18,null,null,null,null,null
2012-04-19,null,null,null,null,null
2012-04-20,null,null,null,null,null
2012-04-23,null,null,null,null,null
2012-04-24,null,null,null,null,null
2012-04-25,null,null,null,null,null
2012-04-26,null,null,null,null,null
2012-04-27,null,null,null,null,null
2012-05-02,null,null,null,null,null
2012-05-03,null,null,null,null,null
2012-05-04,null,null,null,null,null
2012-05-07,null,null,null,null,null
2012-05-08,null,null,null,null,null
2012-05-09,null,null,null,null,null
2012-05-10,null,null,null,null,null
2012-05-11,null,null,null,null,null
2012-05-14,null,null,null,null,null
2012-05-15,null,null,null,null,null
2012-05-16,null,null,null,null,null
2012-05-17,null,null,null,null,null
2012-05-18,null,null,null,null,null
2012-05-21,null,null,null,null,null
2012-05-22,null,null,null,null,null
2012-05-23,null,null,null,null,null
2012-05-24,null,null,null,null,null
2012-05-25,null,null,null,null,null
2012-05-28,null,null,null,null,null
2012-05-29,null,null,null,null,null
2012-05-30,null,null,null,null,null
2012-05-31,null,null,null,null,null
2012-06-01,null,null,null,null,null
2012-06-04,null,null,null,null,null
2012-06-05,null,null,null,null,null
2012-06-06,null,null,null,null,null
2012-06-07,null,null,null,null,null
2012-06-08,null,null,null,null,null
2012-06-11,null,null,null,null,null
2012-06-12,null,null,null,null,null
2012-06-13,null,null,null,null,null
2012-06-14,null,null,null,null,null
2012-06-15,null,null,null,null,null
2012-06-18,null,null,null,null,null
2012-06-19,null,null,null,null,null
2012-06-20,null,null,null,null,null
2012-06-21,null,null,null,null,null
2012-06-25,null,null,null,null,null
2012-06-26,null,null,null,null,null
2012-06-27,null,null,null,null,null
2012-06-28,null,null,null,null,null
2012-06-29,null,null,null,null,null
2012-07-02,null,null,null,null,null
2012-07-03,null,null,null,null,null
2012-07-04,null,null,null,null,null
2012-07-05,null,null,null,null,null
2012-07-06,null,null,null,null,null
2012-07-09,null,null,null,null,null
2012-07-10,null,null,null,null,null
2012-07-11,null,null,null,null,null
2012-07-12,null,null,null,null,null
2012-07-13,null,null,null,null,null
2012-07-16,null,null,null,null,null
2012-07-17,null,null,null,null,null
2012-07-18,null,null,null,null,null
2012-07-19,null,null,null,null,null
2012-07-20,null,null,null,null,null
2012-07-23,null,null,null,null,null
2012-07-24,null,null,null,null,null
2012-07-25,null,null,null,null,null
2012-07-26,null,null,null,null,null
2012-07-27,null,null,null,null,null
2012-07-30,null,null,null,null,null
2012-07-31,null,null,null,null,null
2012-08-01,null,null,null,null,null
2012-08-02,null,null,null,null,null
2012-08-03,null,null,null,null,null
2012-08-06,null,null,null,null,null
2012-08-07,null,null,null,null,null
2012-08-08,null,null,null,null,null
2012-08-09,null,null,null,null,null
2012-08-10,null,null,null,null,null
2012-08-13,null,null,null,null,null
2012-08-14,null,null,null,null,null
2012-08-15,null,null,null,null,null
2012-08-16,null,null,null,null,null
2012-08-17,null,null,null,null,null
2012-08-20,null,null,null,null,null
2012-08-21,null,null,null,null,null
2012-08-22,null,null,null,null,null
2012-08-23,null,null,null,null,null
2012-08-24,null,null,null,null,null
2012-08-27,null,null,null,null,null
2012-08-28,null,null,null,null,null
2012-08-29,null,null,null,null,null
2012-08-30,null,null,null,null,null
2012-08-31,null,null,null,null,null
2012-09-03,null,null,null,null,null
2012-09-04,null,null,null,null,null
2012-09-05,null,null,null,null,null
2012-09-06,null,null,null,null,null
2012-09-07,null,null,null,null,null
2012-09-10,null,null,null,null,null
2012-09-11,null,null,null,null,null
2012-09-12,null,null,null,null,null
2012-09-13,null,null,null,null,null
2012-09-14,null,null,null,null,null
2012-09-17,null,null,null,null,null
2012-09-18,null,null,null,null,null
2012-09-19,null,null,null,null,null
2012-09-20,null,null,null,null,null
2012-09-21,null,null,null,null,null
2012-09-24,null,null,null,null,null
2012-09-25,null,null,null,null,null
2012-09-26,null,null,null,null,null
2012-09-27,null,null,null,null,null
2012-09-28,null,null,null,null,null
2012-10-08,null,null,null,null,null
2012-10-09,null,null,null,null,null
2012-10-10,null,null,null,null,null
2012-10-11,null,null,null,null,null
2012-10-12,null,null,null,null,null
2012-10-15,null,null,null,null,null
2012-10-16,null,null,null,null,null
2012-10-17,null,null,null,null,null
2012-10-18,null,null,null,null,null
2012-10-19,null,null,null,null,null
2012-10-22,null,null,null,null,null
2012-10-23,null,null,null,null,null
2012-10-24,null,null,null,null,null
2012-10-25,null,null,null,null,null
2012-10-26,null,null,null,null,null
2012-10-29,null,null,null,null,null
2012-10-30,null,null,null,null,null
2012-10-31,null,null,null,null,null
2012-11-01,null,null,null,null,null
2012-11-02,null,null,null,null,null
2012-11-05,null,null,null,null,null
2012-11-06,null,null,null,null,null
2012-11-07,null,null,null,null,null
2012-11-08,null,null,null,null,null
2012-11-09,null,null,null,null,null
2012-11-12,null,null,null,null,null
2012-11-13,null,null,null,null,null
2012-11-14,null,null,null,null,null
2012-11-15,null,null,null,null,null
2012-11-16,null,null,null,null,null
2012-11-19,null,null,null,null,null
2012-11-20,null,null,null,null,null
2012-11-21,null,null,null,null,null
2012-11-22,null,null,null,null,null
2012-11-23,null,null,null,null,null
2012-11-26,null,null,null,null,null
2012-11-27,null,null,null,null,null
2012-11-28,null,null,null,null,null
2012-11-29,null,null,null,null,null
2012-11-30,null,null,null,null,null
2012-12-03,null,null,null,null,null
2012-12-04,null,null,null,null,null
2012-12-05,null,null,null,null,null
2012-12-06,null,null,null,null,null
2012-12-07,null,null,null,null,null
2012-12-10,null,null,null,null,null
2012-12-11,null,null,null,null,null
2012-12-12,null,null,null,null,null
2012-12-13,null,null,null,null,null
2012-12-14,null,null,null,null,null
2012-12-17,null,null,null,null,null
2012-12-18,null,null,null,null,null
2012-12-19,null,null,null,null,null
2012-12-20,null,null,null,null,null
2012-12-21,null,null,null,null,null
2012-12-24,null,null,null,null,null
2012-12-25,null,null,null,null,null
2012-12-26,null,null,null,null,null
2012-12-27,null,null,null,null,null
2012-12-28,null,null,null,null,null
2012-12-31,null,null,null,null,null
2013-01-04,null,null,null,null,null
2013-01-07,null,null,null,null,null
2013-01-08,null,null,null,null,null
2013-01-09,null,null,null,null,null
2013-01-10,null,null,null,null,null
2013-01-11,null,null,null,null,null
2013-01-14,null,null,null,null,null
2013-01-15,null,null,null,null,null
2013-01-16,null,null,null,null,null
2013-01-17,null,null,null,null,null
2013-01-18,null,null,null,null,null
2013-01-21,null,null,null,null,null
2013-01-22,null,null,null,null,null
2013-01-23,null,null,null,null,null
2013-01-24,null,null,null,null,null
2013-01-25,null,null,null,null,null
2013-01-28,null,null,null,null,null
2013-01-29,null,null,null,null,null
2013-01-30,null,null,null,null,null
2013-01-31,null,null,null,null,null
2013-02-01,null,null,null,null,null
2013-02-04,null,null,null,null,null
2013-02-05,null,null,null,null,null
2013-02-06,null,null,null,null,null
2013-02-07,null,null,null,null,null
2013-02-08,null,null,null,null,null
2013-02-18,null,null,null,null,null
2013-02-19,null,null,null,null,null
2013-02-20,null,null,null,null,null
2013-02-21,null,null,null,null,null
2013-02-22,null,null,null,null,null
2013-02-25,null,null,null,null,null
2013-02-26,null,null,null,null,null
2013-02-27,null,null,null,null,null
2013-02-28,null,null,null,null,null
2013-03-01,null,null,null,null,null
2013-03-04,null,null,null,null,null
2013-03-05,null,null,null,null,null
2013-03-06,null,null,null,null,null
2013-03-07,null,null,null,null,null
2013-03-08,null,null,null,null,null
2013-03-11,null,null,null,null,null
2013-03-12,null,null,null,null,null
2013-03-13,null,null,null,null,null
2013-03-14,null,null,null,null,null
2013-03-15,null,null,null,null,null
2013-03-18,null,null,null,null,null
2013-03-19,null,null,null,null,null
2013-03-20,null,null,null,null,null
2013-03-21,null,null,null,null,null
2013-03-22,null,null,null,null,null
2013-03-25,null,null,null,null,null
2013-03-26,null,null,null,null,null
2013-03-27,null,null,null,null,null
2013-03-28,null,null,null,null,null
2013-03-29,null,null,null,null,null
2013-04-01,null,null,null,null,null
2013-04-02,null,null,null,null,null
2013-04-03,null,null,null,null,null
2013-04-08,null,null,null,null,null
2013-04-09,null,null,null,null,null
2013-04-10,null,null,null,null,null
2013-04-11,null,null,null,null,null
2013-04-12,null,null,null,null,null
2013-04-15,null,null,null,null,null
2013-04-16,null,null,null,null,null
2013-04-17,null,null,null,null,null
2013-04-18,null,null,null,null,null
2013-04-19,null,null,null,null,null
2013-04-22,null,null,null,null,null
2013-04-23,null,null,null,null,null
2013-04-24,null,null,null,null,null
2013-04-25,null,null,null,null,null
2013-04-26,null,null,null,null,null
2013-05-02,null,null,null,null,null
2013-05-03,null,null,null,null,null
2013-05-06,null,null,null,null,null
2013-05-07,null,null,null,null,null
2013-05-08,null,null,null,null,null
2013-05-09,null,null,null,null,null
2013-05-10,null,null,null,null,null
2013-05-13,null,null,null,null,null
2013-05-14,null,null,null,null,null
2013-05-15,null,null,null,null,null
2013-05-16,null,null,null,null,null
2013-05-17,null,null,null,null,null
2013-05-20,null,null,null,null,null
2013-05-21,null,null,null,null,null
2013-05-22,null,null,null,null,null
2013-05-23,null,null,null,null,null
2013-05-24,null,null,null,null,null
2013-05-27,null,null,null,null,null
2013-05-28,null,null,null,null,null
2013-05-29,null,null,null,null,null
2013-05-30,null,null,null,null,null
2013-05-31,null,null,null,null,null
2013-06-03,null,null,null,null,null
2013-06-04,null,null,null,null,null
2013-06-05,null,null,null,null,null
2013-06-06,null,null,null,null,null
2013-06-07,null,null,null,null,null
2013-06-13,null,null,null,null,null
2013-06-14,null,null,null,null,null
2013-06-17,null,null,null,null,null
2013-06-18,null,null,null,null,null
2013-06-19,null,null,null,null,null
2013-06-20,null,null,null,null,null
2013-06-21,null,null,null,null,null
2013-06-24,null,null,null,null,null
2013-06-25,null,null,null,null,null
2013-06-26,null,null,null,null,null
2013-06-27,null,null,null,null,null
2013-06-28,null,null,null,null,null
2013-07-01,null,null,null,null,null
2013-07-02,null,null,null,null,null
2013-07-03,null,null,null,null,null
2013-07-04,null,null,null,null,null
2013-07-05,null,null,null,null,null
2013-07-08,null,null,null,null,null
2013-07-09,null,null,null,null,null
2013-07-10,null,null,null,null,null
2013-07-11,null,null,null,null,null
2013-07-12,null,null,null,null,null
2013-07-15,null,null,null,null,null
2013-07-16,null,null,null,null,null
2013-07-17,null,null,null,null,null
2013-07-18,null,null,null,null,null
2013-07-19,null,null,null,null,null
2013-07-22,null,null,null,null,null
2013-07-23,null,null,null,null,null
2013-07-24,null,null,null,null,null
2013-07-25,null,null,null,null,null
2013-07-26,null,null,null,null,null
2013-07-29,null,null,null,null,null
2013-07-30,null,null,null,null,null
2013-07-31,null,null,null,null,null
2013-08-01,null,null,null,null,null
2013-08-02,null,null,null,null,null
2013-08-05,null,null,null,null,null
2013-08-06,null,null,null,null,null
2013-08-07,null,null,null,null,null
2013-08-08,null,null,null,null,null
2013-08-09,null,null,null,null,null
2013-08-12,null,null,null,null,null
2013-08-13,null,null,null,null,null
2013-08-14,null,null,null,null,null
2013-08-15,null,null,null,null,null
2013-08-16,null,null,null,null,null
2013-08-19,null,null,null,null,null
2013-08-20,null,null,null,null,null
2013-08-21,null,null,null,null,null
2013-08-22,null,null,null,null,null
2013-08-23,null,null,null,null,null
2013-08-26,null,null,null,null,null
2013-08-27,null,null,null,null,null
2013-08-28,null,null,null,null,null
2013-08-29,null,null,null,null,null
2013-08-30,null,null,null,null,null
2013-09-02,null,null,null,null,null
2013-09-03,null,null,null,null,null
2013-09-04,null,null,null,null,null
2013-09-05,null,null,null,null,null
2013-09-06,null,null,null,null,null
2013-09-09,null,null,null,null,null
2013-09-10,null,null,null,null,null
2013-09-11,null,null,null,null,null
2013-09-12,null,null,null,null,null
2013-09-13,null,null,null,null,null
2013-09-16,null,null,null,null,null
2013-09-17,null,null,null,null,null
2013-09-18,null,null,null,null,null
2013-09-23,null,null,null,null,null
2013-09-24,null,null,null,null,null
2013-09-25,null,null,null,null,null
2013-09-26,null,null,null,null,null
2013-09-27,null,null,null,null,null
2013-09-30,null,null,null,null,null
2013-10-08,null,null,null,null,null
2013-10-09,null,null,null,null,null
2013-10-10,null,null,null,null,null
2013-10-11,null,null,null,null,null
2013-10-14,null,null,null,null,null
2013-10-15,null,null,null,null,null
2013-10-16,null,null,null,null,null
2013-10-17,null,null,null,null,null
2013-10-18,null,null,null,null,null
2013-10-21,null,null,null,null,null
2013-10-22,null,null,null,null,null
2013-10-23,null,null,null,null,null
2013-10-24,null,null,null,null,null
2013-10-25,null,null,null,null,null
2013-10-28,null,null,null,null,null
2013-10-29,null,null,null,null,null
2013-10-30,null,null,null,null,null
2013-10-31,null,null,null,null,null
2013-11-01,null,null,null,null,null
2013-11-04,null,null,null,null,null
2013-11-05,null,null,null,null,null
2013-11-06,null,null,null,null,null
2013-11-07,null,null,null,null,null
2013-11-08,null,null,null,null,null
2013-11-11,null,null,null,null,null
2013-11-12,null,null,null,null,null
2013-11-13,null,null,null,null,null
2013-11-14,null,null,null,null,null
2013-11-15,null,null,null,null,null
2013-11-18,null,null,null,null,null
2013-11-19,null,null,null,null,null
2013-11-20,null,null,null,null,null
2013-11-21,null,null,null,null,null
2013-11-22,null,null,null,null,null
2013-11-25,null,null,null,null,null
2013-11-26,null,null,null,null,null
2013-11-27,null,null,null,null,null
2013-11-28,null,null,null,null,null
2013-11-29,null,null,null,null,null
2013-12-02,null,null,null,null,null
2013-12-03,null,null,null,null,null
2013-12-04,null,null,null,null,null
2013-12-05,null,null,null,null,null
2013-12-06,null,null,null,null,null
2013-12-09,null,null,null,null,null
2013-12-10,null,null,null,null,null
2013-12-11,null,null,null,null,null
2013-12-12,null,null,null,null,null
2013-12-13,null,null,null,null,null
2013-12-16,null,null,null,null,null
2013-12-17,null,null,null,null,null
2013-12-18,null,null,null,null,null
2013-12-19,null,null,null,null,null
2013-12-20,null,null,null,null,null
2013-12-23,null,null,null,null,null
2013-12-24,null,null,null,null,null
2013-12-25,null,null,null,null,null
2013-12-26,null,null,null,null,null
2013-12-27,null,null,null,null,null
2013-12-30,null,null,null,null,null
2013-12-31,null,null,null,null,null
2014-01-02,null,null,null,null,null
2014-01-03,null,null,null,null,null
2014-01-06,null,null,null,null,null
2014-01-07,null,null,null,null,null
2014-01-08,null,null,null,null,null
2014-01-09,null,null,null,null,null
2014-01-10,null,null,null,null,null
2014-01-13,null,null,null,null,null
2014-01-14,null,null,null,null,null
2014-01-15,null,null,null,null,null
2014-01-16,null,null,null,null,null
2014-01-17,null,null,null,null,null
2014-01-20,null,null,null,null,null
2014-01-21,null,null,null,null,null
2014-01-22,null,null,null,null,null
2014-01-23,null,null,null,null,null
2014-01-24,null,null,null,null,null
2014-01-27,null,null,null,null,null
2014-01-28,null,null,null,null,null
2014-01-29,null,null,null,null,null
2014-01-30,null,null,null,null,null
2014-02-07,null,null,null,null,null
2014-02-10,null,null,null,null,null
2014-02-11,null,null,null,null,null
2014-02-12,null,null,null,null,null
2014-02-13,null,null,null,null,null
2014-02-14,null,null,null,null,null
2014-02-17,null,null,null,null,null
2014-02-18,null,null,null,null,null
2014-02-19,null,null,null,null,null
2014-02-20,null,null,null,null,null
2014-02-21,null,null,null,null,null
2014-02-24,null,null,null,null,null
2014-02-25,null,null,null,null,null
2014-02-26,null,null,null,null,null
2014-02-27,null,null,null,null,null
2014-02-28,null,null,null,null,null
2014-03-03,null,null,null,null,null
2014-03-04,null,null,null,null,null
2014-03-05,null,null,null,null,null
2014-03-06,null,null,null,null,null
2014-03-07,null,null,null,null,null
2014-03-10,null,null,null,null,null
2014-03-11,null,null,null,null,null
2014-03-12,null,null,null,null,null
2014-03-13,null,null,null,null,null
2014-03-14,null,null,null,null,null
2014-03-17,null,null,null,null,null
2014-03-18,null,null,null,null,null
2014-03-19,null,null,null,null,null
2014-03-20,null,null,null,null,null
2014-03-21,null,null,null,null,null
2014-03-24,null,null,null,null,null
2014-03-25,null,null,null,null,null
2014-03-26,null,null,null,null,null
2014-03-27,null,null,null,null,null
2014-03-28,null,null,null,null,null
2014-03-31,null,null,null,null,null
2014-04-01,null,null,null,null,null
2014-04-02,null,null,null,null,null
2014-04-03,null,null,null,null,null
2014-04-04,null,null,null,null,null
2014-04-08,null,null,null,null,null
2014-04-09,null,null,null,null,null
2014-04-10,null,null,null,null,null
2014-04-11,null,null,null,null,null
2014-04-14,null,null,null,null,null
2014-04-15,null,null,null,null,null
2014-04-16,null,null,null,null,null
2014-04-17,null,null,null,null,null
2014-04-18,null,null,null,null,null
2014-04-21,null,null,null,null,null
2014-04-22,null,null,null,null,null
2014-04-23,null,null,null,null,null
2014-04-24,null,null,null,null,null
2014-04-25,null,null,null,null,null
2014-04-28,null,null,null,null,null
2014-04-29,null,null,null,null,null
2014-04-30,null,null,null,null,null
2014-05-05,null,null,null,null,null
2014-05-06,null,null,null,null,null
2014-05-07,null,null,null,null,null
2014-05-08,null,null,null,null,null
